date,state_name,vegetable_name,wholesale_price,retail_price,shoping_mall_price,unit,image
2024-05-04,maharashtra,Brinjal,22,25 - 28,26 - 36,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-05-04,maharashtra,Brinjal (Big),25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-05-04,maharashtra,Elephant Yam,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-05-04,maharashtra,Fenugreek Leaves,10,12 - 13,12 - 17,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-05-04,maharashtra,French Beans,55,63 - 70,66 - 91,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-05-04,maharashtra,Garlic,159,183 - 202,191 - 262,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-05-04,maharashtra,Ginger,111,128 - 141,133 - 183,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-05-04,maharashtra,Onion Green,43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-05-04,maharashtra,Green Peas,43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-05-04,maharashtra,Ivy Gourd,23,26 - 29,28 - 38,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-05-04,maharashtra,Lemon (Lime),71,82 - 90,85 - 117,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-05-04,maharashtra,Mango Raw,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-05-04,maharashtra,Mint Leaves,4,5 - 5,5 - 7,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-05-04,maharashtra,Mushroom,87,100 - 110,104 - 144,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-05-04,maharashtra,Mustard Leaves,13,15 - 17,16 - 21,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-05-04,maharashtra,Ladies Finger,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-05-04,maharashtra,Pumpkin,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-05-04,maharashtra,Radish,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-05-04,maharashtra,Ridge Gourd,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-05-04,maharashtra,Shallot (Pearl Onion),29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-05-04,maharashtra,Snake Gourd,22,25 - 28,26 - 36,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-05-04,maharashtra,Sorrel Leaves,13,15 - 17,16 - 21,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-05-04,maharashtra,Spinach,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-05-04,maharashtra,Sweet Potato,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-05-05,maharashtra,Onion Big,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-05-05,maharashtra,Onion Small,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-05-05,maharashtra,Tomato,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-05-05,maharashtra,Green Chilli,44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-05-05,maharashtra,Beetroot,39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-05-05,maharashtra,Potato,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-05-05,maharashtra,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-05-05,maharashtra,Amaranth Leaves,11,13 - 14,13 - 18,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-05-05,maharashtra,Amla,75,86 - 95,90 - 124,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-05-05,maharashtra,Ash gourd,20,23 - 25,24 - 33,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-05-05,maharashtra,Baby Corn,65,75 - 83,78 - 107,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-05-05,maharashtra,Banana Flower,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-05-05,maharashtra,Capsicum,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-05-05,maharashtra,Bitter Gourd,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-05-05,maharashtra,Bottle Gourd,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-05-05,maharashtra,Butter Beans,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-05-05,maharashtra,Broad Beans,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-05-05,maharashtra,Cabbage,18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-05-05,maharashtra,Carrot,45,52 - 57,54 - 74,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-05-05,maharashtra,Cauliflower,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-05-05,maharashtra,Cluster beans,43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-05-05,maharashtra,Coconut,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-05-05,maharashtra,Colocasia Leaves,16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-05-05,maharashtra,Colocasia,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-05-05,maharashtra,Coriander Leaves,10,12 - 13,12 - 17,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-05-05,maharashtra,Corn,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-05-05,maharashtra,Cucumber,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-05-05,maharashtra,Curry Leaves,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-05-05,maharashtra,Dill Leaves,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-05-05,maharashtra,Drumsticks,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-05-05,maharashtra,Brinjal,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-05-05,maharashtra,Brinjal (Big),26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-05-05,maharashtra,Elephant Yam,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-05-05,maharashtra,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-05-05,maharashtra,French Beans,54,62 - 69,65 - 89,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-05-05,maharashtra,Garlic,168,193 - 213,202 - 277,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-05-05,maharashtra,Ginger,117,135 - 149,140 - 193,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-05-05,maharashtra,Onion Green,39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-05-05,maharashtra,Green Peas,47,54 - 60,56 - 78,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-05-05,maharashtra,Ivy Gourd,22,25 - 28,26 - 36,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-05-05,maharashtra,Lemon (Lime),68,78 - 86,82 - 112,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-05-05,maharashtra,Mango Raw,24,28 - 30,29 - 40,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-05-05,maharashtra,Mint Leaves,4,5 - 5,5 - 7,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-05-05,maharashtra,Mushroom,86,99 - 109,103 - 142,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-05-05,maharashtra,Mustard Leaves,18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-05-05,maharashtra,Ladies Finger,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-05-05,maharashtra,Pumpkin,19,22 - 24,23 - 31,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-05-05,maharashtra,Radish,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-05-05,maharashtra,Ridge Gourd,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-05-05,maharashtra,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-05-05,maharashtra,Snake Gourd,22,25 - 28,26 - 36,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-05-05,maharashtra,Sorrel Leaves,13,15 - 17,16 - 21,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-05-05,maharashtra,Spinach,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-05-05,maharashtra,Sweet Potato,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-05-06,maharashtra,Onion Big,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-05-06,maharashtra,Onion Small,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-05-06,maharashtra,Tomato,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-05-06,maharashtra,Green Chilli,44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-05-06,maharashtra,Beetroot,39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-05-06,maharashtra,Potato,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-05-06,maharashtra,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-05-06,maharashtra,Amaranth Leaves,11,13 - 14,13 - 18,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-05-06,maharashtra,Amla,75,86 - 95,90 - 124,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-05-06,maharashtra,Ash gourd,20,23 - 25,24 - 33,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-05-06,maharashtra,Baby Corn,65,75 - 83,78 - 107,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-05-06,maharashtra,Banana Flower,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-05-06,maharashtra,Capsicum,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-05-06,maharashtra,Bitter Gourd,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-05-06,maharashtra,Bottle Gourd,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-05-06,maharashtra,Butter Beans,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-05-06,maharashtra,Broad Beans,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-05-06,maharashtra,Cabbage,18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-05-06,maharashtra,Carrot,45,52 - 57,54 - 74,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-05-06,maharashtra,Cauliflower,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-05-06,maharashtra,Cluster beans,43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-05-06,maharashtra,Coconut,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-05-06,maharashtra,Colocasia Leaves,16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-05-06,maharashtra,Colocasia,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-05-06,maharashtra,Coriander Leaves,10,12 - 13,12 - 17,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-05-06,maharashtra,Corn,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-05-06,maharashtra,Cucumber,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-05-06,maharashtra,Curry Leaves,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-05-06,maharashtra,Dill Leaves,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-05-06,maharashtra,Drumsticks,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-05-06,maharashtra,Brinjal,28,32 - 36,34 - 46,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-05-06,maharashtra,Brinjal (Big),26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-05-06,maharashtra,Elephant Yam,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-05-06,maharashtra,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-05-06,maharashtra,French Beans,54,62 - 69,65 - 89,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-05-06,maharashtra,Garlic,168,193 - 213,202 - 277,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-05-06,maharashtra,Ginger,117,135 - 149,140 - 193,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-05-06,maharashtra,Onion Green,39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-05-06,maharashtra,Green Peas,47,54 - 60,56 - 78,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-05-06,maharashtra,Ivy Gourd,22,25 - 28,26 - 36,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-05-06,maharashtra,Lemon (Lime),68,78 - 86,82 - 112,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-05-06,maharashtra,Mango Raw,24,28 - 30,29 - 40,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-05-06,maharashtra,Mint Leaves,4,5 - 5,5 - 7,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-05-06,maharashtra,Mushroom,86,99 - 109,103 - 142,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-05-06,maharashtra,Mustard Leaves,18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-05-06,maharashtra,Ladies Finger,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-05-06,maharashtra,Pumpkin,19,22 - 24,23 - 31,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-05-06,maharashtra,Radish,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-05-06,maharashtra,Ridge Gourd,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-05-06,maharashtra,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-05-06,maharashtra,Snake Gourd,22,25 - 28,26 - 36,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-05-06,maharashtra,Sorrel Leaves,13,15 - 17,16 - 21,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-05-06,maharashtra,Spinach,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-05-06,maharashtra,Sweet Potato,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-05-07,maharashtra,Onion Big,24,28 - 30,29 - 40,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-05-07,maharashtra,Onion Small,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-05-07,maharashtra,Tomato,24,28 - 30,29 - 40,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-05-07,maharashtra,Green Chilli,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-05-07,maharashtra,Beetroot,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-05-07,maharashtra,Potato,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-05-07,maharashtra,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
